Category,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'm already back home so no probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I am in bus on the way to calicut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'm vivek:)i got call from your number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Why didn't u call on your lunch?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I want  &lt;#&gt;  rs da:)do you have it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yup ok...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I want to see your pretty pussy...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"A few people are at the game, I'm at the mall with iouri and kaila",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey come online! Use msn... We are all there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'm fine. Hope you are good. Do take care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yar... I tot u knew dis would happen long ago already.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,You are gorgeous! keep those pix cumming :) thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,So what u doing today?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I said its okay. Sorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Networking job is there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Dont let studying stress you out. L8r.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,That's y u haf 2 keep me busy...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Which channel:-):-):):-).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I'm hungry buy smth home...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,My drive can only be read. I need to write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Just looked it up and addie goes back Monday, sucks to be her",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Happy new year. Hope you are having a good semester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Esplanade lor. Where else...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Can you talk with me..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Hmph. Go head, big baller.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Well its not like you actually called someone a punto. That woulda been worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Nope. Since ayo travelled, he has forgotten his guy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,You still around? Looking to pick up later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,ILL B DOWN SOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Oh k. . I will come tomorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Go fool dont cheat others ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,U attend ur driving lesson how many times a wk n which day?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Uncle G, just checking up on you. Do have a rewarding month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I think the other two still need to get cash but we can def be ready by 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey gals...U all wanna meet 4 dinner at nìte?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Great! How is the office today?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"It's cool, we can last a little while. Getting more any time soon?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,:-( sad puppy noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yes its possible but dint try. Pls dont tell to any one k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Where you. What happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I was gonna ask you lol but i think its at 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Go chase after her and run her over while she's crossing the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey... Very inconvenient for your sis a not huh?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok i vl..do u know i got adsense approved..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I want to go to perumbavoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,How many times i told in the stage all use to laugh. You not listen aha.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,(You didn't hear it from me),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,She ran off with a younger man. we will make pretty babies together :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,O ic lol. Should play 9 doors sometime yo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hmmm.still we dont have opener?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I will vote for wherever my heart guides me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,With my sis lor... We juz watched italian job.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Lmao you know me so well...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Goodnight da thangam I really miss u dear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Geeeee ... Your internet is really bad today, eh ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I think i am disturbing her da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Sorry, I'll call you  later. I am in meeting sir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ok i also wan 2 watch e 9 pm show...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I dunno lei... Like dun haf...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Talk to g and x about that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,As in different styles?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Hey happy birthday...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Sorry i missed your call. Can you please call back.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I wont do anything de.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,What type of stuff do you sing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"St andre, virgil's cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,No no. I will check all rooms befor activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Gokila is talking with you aha:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,K.k.this month kotees birthday know?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Sorry about that this is my mates phone and i didnt write it love Kate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"Aight, call me once you're close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Nope thats fine. I might have a nap tho!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Ding me on ya break fassyole! Blacko from londn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,Oh you got many responsibilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,You have 1 new message. Please call 08715205273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,I've reached sch already...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
